URL,Page Title,Passes Compliance,Images Missing Alt,Critical Violations,High Violations,Medium Violations,Violation Details
https://allearsinhearing.com.au/auditory-test-wishart/,Auditory Test Wishart | Hearing Aids Brisbane | Hearing Clinic | Audiologist Nea,NO,1,0,0,1,[MEDIUM] Missing TGA Disclaimer: Hearing aid advertisement missing mandatory TGA disclaimer
https://allearsinhearing.com.au/auditory-test-woodridge/,Auditory Test Woodridge | Hearing Aids Brisbane | Hearing Clinic | Audiologist N,NO,1,0,0,1,[MEDIUM] Missing TGA Disclaimer: Hearing aid advertisement missing mandatory TGA disclaimer
https://allearsinhearing.com.au/auditory-test-sunnybank-hills/,Auditory Test Sunnybank Hills | Hearing Aids Brisbane | Hearing Clinic | Audiolo,NO,1,0,1,1,[HIGH] Forbidden Words: Forbidden word: 'comfortable'; [MEDIUM] Missing TGA Disclaimer: Hearing aid advertisement missing mandatory TGA disclaimer
https://allearsinhearing.com.au/auditory-test-stretton/,Auditory Test Stretton | Hearing Aids Brisbane | Hearing Clinic | Audiologist Ne,NO,1,0,2,1,[HIGH] Forbidden Words: Forbidden word: 'comfortable'; [HIGH] Forbidden Words: Forbidden word: 'comfortable'; [MEDIUM] Missing TGA Disclaimer: Hearing aid advertisement missing mandatory TGA disclaimer
https://allearsinhearing.com.au/auditory-test-sunnybank/,Auditory Test Sunnybank | Hearing Aids Brisbane | Hearing Clinic | Audiologist N,NO,1,0,0,1,[MEDIUM] Missing TGA Disclaimer: Hearing aid advertisement missing mandatory TGA disclaimer
https://allearsinhearing.com.au/auditory-test-tanah-merah/,Auditory Test Tanah Merah | Hearing Aids Brisbane | Hearing Clinic | Audiologist,NO,1,0,1,1,[HIGH] Forbidden Words: Forbidden word: 'comfortable'; [MEDIUM] Missing TGA Disclaimer: Hearing aid advertisement missing mandatory TGA disclaimer
https://allearsinhearing.com.au/auditory-test-underwood/,Auditory Test Underwood | Hearing Aids Brisbane | Hearing Clinic | Audiologist N,NO,1,0,0,1,[MEDIUM] Missing TGA Disclaimer: Hearing aid advertisement missing mandatory TGA disclaimer
https://allearsinhearing.com.au/auditory-test-shailer-park/,Auditory Test Shailer Park | Hearing Aids Brisbane | Hearing Clinic | Audiologis,NO,1,0,0,1,[MEDIUM] Missing TGA Disclaimer: Hearing aid advertisement missing mandatory TGA disclaimer
https://allearsinhearing.com.au/auditory-test-south-ripley/,Auditory Test South Ripley | Hearing Aids Brisbane | Hearing Clinic | Audiologis,NO,1,0,0,1,[MEDIUM] Missing TGA Disclaimer: Hearing aid advertisement missing mandatory TGA disclaimer
https://allearsinhearing.com.au/auditory-test-spring-mountain/,Auditory Test Spring Mountain | Hearing Aids Brisbane | Hearing Clinic | Audiolo,NO,1,0,0,1,[MEDIUM] Missing TGA Disclaimer: Hearing aid advertisement missing mandatory TGA disclaimer
https://allearsinhearing.com.au/auditory-test-springfield/,Auditory Test Springfield | Hearing Aids Brisbane | Hearing Clinic | Audiologist,NO,1,0,0,1,[MEDIUM] Missing TGA Disclaimer: Hearing aid advertisement missing mandatory TGA disclaimer
https://allearsinhearing.com.au/auditory-test-springfield-lakes/,Auditory Test Springfield Lakes | Hearing Aids Brisbane | Hearing Clinic | Audio,NO,1,0,0,1,[MEDIUM] Missing TGA Disclaimer: Hearing aid advertisement missing mandatory TGA disclaimer
https://allearsinhearing.com.au/auditory-test-parkinson/,Auditory Test Parkinson | Hearing Aids Brisbane | Hearing Clinic | Audiologist N,NO,1,0,1,1,[HIGH] Forbidden Words: Forbidden word: 'comfortable'; [MEDIUM] Missing TGA Disclaimer: Hearing aid advertisement missing mandatory TGA disclaimer
https://allearsinhearing.com.au/auditory-test-redbank-plains/,Auditory Test Redbank Plains | Hearing Aids Brisbane | Hearing Clinic | Audiolog,NO,1,0,1,1,[HIGH] Forbidden Words: Forbidden word: 'comfortable'; [MEDIUM] Missing TGA Disclaimer: Hearing aid advertisement missing mandatory TGA disclaimer
https://allearsinhearing.com.au/auditory-test-regents-park/,Auditory Test Regents Park | Hearing Aids Brisbane | Hearing Clinic | Audiologis,NO,1,0,0,1,[MEDIUM] Missing TGA Disclaimer: Hearing aid advertisement missing mandatory TGA disclaimer
https://allearsinhearing.com.au/auditory-test-rochedale/,Auditory Test Rochedale | Hearing Aids Brisbane | Hearing Clinic | Audiologist N,NO,1,0,1,1,[HIGH] Forbidden Words: Forbidden word: 'comfortable'; [MEDIUM] Missing TGA Disclaimer: Hearing aid advertisement missing mandatory TGA disclaimer
https://allearsinhearing.com.au/auditory-test-runcorn/,Auditory Test Runcorn | Hearing Aids Brisbane | Hearing Clinic | Audiologist Nea,NO,1,0,1,1,[HIGH] Forbidden Words: Forbidden word: 'comfortable'; [MEDIUM] Missing TGA Disclaimer: Hearing aid advertisement missing mandatory TGA disclaimer
